0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.835268497467041,0.6784497499465942,9.166460301912593e-08,0.8575981855392456,0.6533119678497314,-0.03575185686349869,0.8934488296508789,0.6542431712150574,-0.04447343572974205,0.930351197719574,0.6539472937583923,-0.04579026624560356,0.9612758159637451,0.6429476737976074,-0.044580135494470596,0.9215933084487915,0.7307884097099304,-0.01801602728664875,0.9695494174957275,0.7281787395477295,-0.02164324000477791,0.9974895715713501,0.7157605886459351,-0.026963811367750168,1.016803503036499,0.7040761709213257,-0.03075801022350788,0.9244439601898193,0.7202852964401245,-0.00028867158107459545,0.9686002135276794,0.7110503315925598,-0.0008215798297896981,0.9936554431915283,0.6909779906272888,-0.006982510443776846,1.011210560798645,0.6716559529304504,-0.012316791340708733,0.9242767095565796,0.7041075825691223,0.013862432911992073,0.962094783782959,0.6921985149383545,0.012039883062243462,0.98226398229599,0.6733455657958984,0.004710558336228132,0.9983472228050232,0.6541807055473328,-0.0009599634795449674,0.9222951531410217,0.6883904933929443,0.024912362918257713,0.9530032873153687,0.674209475517273,0.02209034189581871,0.969575047492981,0.6595946550369263,0.017146088182926178,0.9830695390701294,0.6441775560379028,0.013488823547959328
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
